"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ILF2",556.944643368881,-0.700186162364969,0.143027336766699,-4.89547088125598,9.80706133617243e-07,0.000100708046361841
"TOMM40",340.923972783548,-0.561973077462348,0.114845567050894,-4.8932935932417,9.91623066611519e-07,0.000101337170778261
"LRRC41",826.024164538625,-0.419946671011038,0.0858389903363757,-4.89226014152077,9.96845648394435e-07,0.000101381119452576
"LAMTOR4",463.906669760617,-0.48408126936347,0.0990470991118877,-4.88738462513306,1.02184341414525e-06,0.000103178470440167
"DNAJC9",221.815103866301,0.523861718175248,0.107210721768491,4.88628105038287,1.02758483926332e-06,0.000103178470440167
"VPS25",143.699554633792,-0.546614901918787,0.111874134159303,-4.88598107173221,1.02915085860241e-06,0.000103178470440167
"THRSP",14.3744464999432,2.18929323831977,0.448449579621875,4.8819161346204,1.05059939119088e-06,0.000104339809958929
"SYCP3",45.9088766896639,1.30068884291044,0.266424780786755,4.88201149708932,1.05009132133089e-06,0.000104339809958929
"ADGRA3",597.747278660731,1.01922175291446,0.208944994314379,4.87794290673904,1.0719794141784e-06,0.000104817142193366
"SLC39A7",508.233498257941,-0.716963039360518,0.146937974324949,-4.87935840040216,1.06431503620219e-06,0.000104817142193366
"PSMC4",660.613298948995,-0.715349893268196,0.146695136775401,-4.87643904898796,1.08018043860044e-06,0.000104817142193366
"TRAPPC6A",116.499163908104,-1.07078571757151,0.219545369448363,-4.87728673240523,1.07555034993295e-06,0.000104817142193366
"C19orf48",123.71613921087,-1.02086346697006,0.209293711820804,-4.87765952492695,1.07352019112457e-06,0.000104817142193366
"PSMC2",459.955516017885,-0.824208415413949,0.169147933024097,-4.87270758015431,1.10079096336745e-06,0.000105846054723068
"BMPR1A",203.634529598686,0.547889035303129,0.112429445758606,4.87318096790664,1.09815542884865e-06,0.000105846054723068
"MAP1LC3A",919.192991543703,-0.710140308484846,0.145839582881729,-4.86932487362327,1.11980175193845e-06,0.000107186815658398
"SLC35G6",16.5582391437907,2.00259968257548,0.411492670952301,4.86667156900011,1.1349340047332e-06,0.000107660959354826
"SLC5A3",1372.43500935908,1.64602362655168,0.338172276926878,4.86741149070476,1.13069443327352e-06,0.000107660959354826
